300,0.02927322
301,0.28119401
302,0.53311480
303,0.78503559
304,1.03695638
305,1.28887717
306,1.54079796
307,1.79271875
308,2.04463954
309,2.29656033
310,2.54848112
311,3.84463507
312,5.14078902
313,6.43694297
314,7.73309692
315,9.02925087
316,10.32540482
317,11.62155877
318,12.91771272
319,14.21386667
320,15.51002062
321,16.79524774
322,18.08047486
323,19.36570198
324,20.65092910
325,21.93615621
326,23.22138333
327,24.50661045
328,25.79183757
329,27.07706469
330,28.36229181
331,28.67370904
332,28.98512627
333,29.29654350
334,29.60796073
335,29.91937796
336,30.23079519
337,30.54221242
338,30.85362965
339,31.16504687
340,31.47646410
341,31.92991987
342,32.38337563
343,32.83683139
344,33.29028715
345,33.74374291
346,34.19719867
347,34.65065443
348,35.10411020
349,35.55756596
350,36.01102172
351,36.24676329
352,36.48250487
353,36.71824644
354,36.95398801
355,37.18972959
356,37.42547116
357,37.66121273
358,37.89695431
359,38.13269588
360,38.36843745
361,38.82092858
362,39.27341970
363,39.72591082
364,40.17840195
365,40.63089307
366,41.08338420
367,41.53587532
368,41.98836644
369,42.44085757
370,42.89334869
371,42.72340990
372,42.55347110
373,42.38353231
374,42.21359352
375,42.04365473
376,41.87371593
377,41.70377714
378,41.53383835
379,41.36389955
380,41.19396076
381,41.71509882
382,42.23623688
383,42.75737493
384,43.27851299
385,43.79965105
386,44.32078911
387,44.84192717
388,45.36306523
389,45.88420328
390,46.40534134
391,48.97418592
392,51.54303050
393,54.11187508
394,56.68071966
395,59.24956424
396,61.81840881
397,64.38725339
398,66.95609797
399,69.52494255
400,72.09378713
401,72.90710903
402,73.72043093
403,74.53375283
404,75.34707473
405,76.16039663
406,76.97371853
407,77.78704043
408,78.60036233
409,79.41368423
410,80.22700613
411,80.47610741
412,80.72520869
413,80.97430997
414,81.22341125
415,81.47251252
416,81.72161380
417,81.97071508
418,82.21981636
419,82.46891764
420,82.71801892
421,82.19867923
422,81.67933955
423,81.15999986
424,80.64066017
425,80.12132049
426,79.60198080
427,79.08264111
428,78.56330143
429,78.04396174
430,77.52462205
431,79.32873517
432,81.13284828
433,82.93696140
434,84.74107452
435,86.54518764
436,88.34930075
437,90.15341387
438,91.95752699
439,93.76164010
440,95.56575322
441,96.79423024
442,98.02270726
443,99.25118428
444,100.47966130
445,101.70813832
446,102.93661534
447,104.16509236
448,105.39356938
449,106.62204640
450,107.85052342
451,108.01232529
452,108.17412717
453,108.33592905
454,108.49773093
455,108.65953280
456,108.82133468
457,108.98313656
458,109.14493844
459,109.30674031
460,109.46854219
461,109.29024155
462,109.11194091
463,108.93364027
464,108.75533962
465,108.57703898
466,108.39873834
467,108.22043770
468,108.04213706
469,107.86383642
470,107.68553577
471,107.87861779
472,108.07169980
473,108.26478181
474,108.45786383
475,108.65094584
476,108.84402786
477,109.03710987
478,109.23019188
479,109.42327390
480,109.61635591
481,109.02009851
482,108.42384111
483,107.82758371
484,107.23132631
485,106.63506891
486,106.03881151
487,105.44255411
488,104.84629671
489,104.25003932
490,103.65378192
491,103.80738419
492,103.96098647
493,104.11458874
494,104.26819102
495,104.42179329
496,104.57539557
497,104.72899785
498,104.88260012
499,105.03620240
500,105.18980467
501,105.11032641
502,105.03084815
503,104.95136990
504,104.87189164
505,104.79241338
506,104.71293512
507,104.63345686
508,104.55397860
509,104.47450034
510,104.39502208
511,104.20654802
512,104.01807396
513,103.82959989
514,103.64112583
515,103.45265177
516,103.26417771
517,103.07570365
518,102.88722958
519,102.69875552
520,102.51028146
521,102.86398625
522,103.21769105
523,103.57139584
524,103.92510064
525,104.27880543
526,104.63251023
527,104.98621502
528,105.33991981
529,105.69362461
530,106.04732940
531,105.77328396
532,105.49923851
533,105.22519306
534,104.95114762
535,104.67710217
536,104.40305672
537,104.12901128
538,103.85496583
539,103.58092038
540,103.30687494
541,103.32985295
542,103.35283097
543,103.37580898
544,103.39878700
545,103.42176502
546,103.44474303
547,103.46772105
548,103.49069906
549,103.51367708
550,103.53665510
551,103.18298959
552,102.82932408
553,102.47565857
554,102.12199306
555,101.76832755
556,101.41466204
557,101.06099653
558,100.70733102
559,100.35366551
560,100.00000000
561,99.67543429
562,99.35086858
563,99.02630287
564,98.70173716
565,98.37717146
566,98.05260575
567,97.72804004
568,97.40347433
569,97.07890862
570,96.75434291
571,96.75067740
572,96.74701189
573,96.74334638
574,96.73968087
575,96.73601536
576,96.73234985
577,96.72868434
578,96.72501883
579,96.72135332
580,96.71768782
581,96.03464832
582,95.35160882
583,94.66856932
584,93.98552983
585,93.30249033
586,92.61945083
587,91.93641134
588,91.25337184
589,90.57033234
590,89.88729285
591,90.09356114
592,90.29982944
593,90.50609774
594,90.71236604
595,90.91863434
596,91.12490264
597,91.33117094
598,91.53743924
599,91.74370754
600,91.94997584
601,91.95835357
602,91.96673130
603,91.97510903
604,91.98348677
605,91.99186450
606,92.00024223
607,92.00861996
608,92.01699770
609,92.02537543
610,92.03375316
611,91.88770080
612,91.74164844
613,91.59559608
614,91.44954372
615,91.30349135
616,91.15743899
617,91.01138663
618,90.86533427
619,90.71928191
620,90.57322955
621,90.16074017
622,89.74825080
623,89.33576143
624,88.92327206
625,88.51078269
626,88.09829332
627,87.68580395
628,87.27331458
629,86.86082521
630,86.44833584
631,86.55038379
632,86.65243174
633,86.75447970
634,86.85652765
635,86.95857560
636,87.06062355
637,87.16267151
638,87.26471946
639,87.36676741
640,87.46881537
641,87.10694878
642,86.74508219
643,86.38321560
644,86.02134901
645,85.65948242
646,85.29761583
647,84.93574924
648,84.57388265
649,84.21201606
650,83.85014947
651,83.92240394
652,83.99465840
653,84.06691287
654,84.13916734
655,84.21142181
656,84.28367628
657,84.35593075
658,84.42818522
659,84.50043969
660,84.57269416
661,84.84768232
662,85.12267048
663,85.39765865
664,85.67264681
665,85.94763497
666,86.22262313
667,86.49761130
668,86.77259946
669,87.04758762
670,87.32257578
671,86.92036235
672,86.51814892
673,86.11593549
674,85.71372206
675,85.31150863
676,84.90929520
677,84.50708176
678,84.10486833
679,83.70265490
680,83.30044147
681,82.37323665
682,81.44603182
683,80.51882699
684,79.59162217
685,78.66441734
686,77.73721252
687,76.81000769
688,75.88280287
689,74.95559804
690,74.02839321
691,74.27064768
692,74.51290215
693,74.75515662
694,74.99741109
695,75.23966556
696,75.48192003
697,75.72417450
698,75.96642897
699,76.20868344
700,76.45093791
701,76.69657400
702,76.94221010
703,77.18784620
704,77.43348230
705,77.67911839
706,77.92475449
707,78.17039059
708,78.41602668
709,78.66166278
710,78.90729888
711,77.55179045
712,76.19628203
713,74.84077360
714,73.48526518
715,72.12975675
716,70.77424833
717,69.41873990
718,68.06323148
719,66.70772306
720,65.35221463
721,66.21470871
722,67.07720279
723,67.93969687
724,68.80219096
725,69.66468504
726,70.52717912
727,71.38967320
728,72.25216728
729,73.11466136
730,73.97715544
731,74.51857590
732,75.05999637
733,75.60141683
734,76.14283729
735,76.68425775
736,77.22567821
737,77.76709867
738,78.30851913
739,78.84993960
740,79.39136006
741,78.17156186
742,76.95176367
743,75.73196547
744,74.51216728
745,73.29236909
746,72.07257089
747,70.85277270
748,69.63297450
749,68.41317631
750,67.19337812
