# FilmViz regression stamp v1
baseline.sample5.print_density.g,0.7471236587
baseline.sample5.print_density.r,3.097840786
baseline.sample5.print_exposure.b,1.091701746
baseline.sample5.print_exposure.g,0.5659606457
baseline.sample5.print_exposure.r,1.598660707
shaped.sample0.calibrated_negative.b,1.062268853
shaped.sample0.calibrated_negative.g,0.7480080724
shaped.sample0.calibrated_negative.r,0.3813413382
shaped.sample0.negative_exposure.b,2.782045364
shaped.sample0.negative_exposure.g,1.925859809
shaped.sample0.negative_exposure.r,1.522589207
shaped.sample0.negative_status_m.b,1.189147711
shaped.sample0.negative_status_m.g,0.9165446162
shaped.sample0.negative_status_m.r,0.482329607
shaped.sample0.output_ap0.b,0.0008440867532
shaped.sample0.output_ap0.g,0.0008340896457
shaped.sample0.output_ap0.r,0.0008384833927
shaped.sample0.output_rec709.b,0.05243553594
shaped.sample0.output_rec709.g,0.05208369344
shaped.sample0.output_rec709.r,0.05232821777
shaped.sample0.print_density.b,3.11647296
shaped.sample0.print_density.g,3.128884315
shaped.sample0.print_density.r,3.159348965
shaped.sample0.print_exposure.b,4.587217808
shaped.sample0.print_exposure.g,2.00841713
shaped.sample0.print_exposure.r,1.51914227
shaped.sample1.calibrated_negative.b,1.69842267
shaped.sample1.calibrated_negative.g,1.459974527
shaped.sample1.calibrated_negative.r,0.9430317283
shaped.sample1.negative_exposure.b,23.64736748
shaped.sample1.negative_exposure.g,16.36979485
shaped.sample1.negative_exposure.r,12.94199848
shaped.sample1.negative_status_m.b,1.697186232
shaped.sample1.negative_status_m.g,1.458315253
shaped.sample1.negative_status_m.r,0.9420696497
shaped.sample1.output_ap0.b,0.09231058508
shaped.sample1.output_ap0.g,0.09145814925
shaped.sample1.output_ap0.r,0.09126488864
shaped.sample1.output_rec709.b,0.3707605004
shaped.sample1.output_rec709.g,0.3690813184
shaped.sample1.output_rec709.r,0.3677548468
shaped.sample1.print_density.b,1.033729196
shaped.sample1.print_density.g,1.036605
shaped.sample1.print_density.r,1.043584943
shaped.sample1.print_exposure.b,1.472679377
shaped.sample1.print_exposure.g,0.5785167813
shaped.sample1.print_exposure.r,0.4914355576
shaped.sample2.calibrated_negative.b,2.193365812
shaped.sample2.calibrated_negative.g,2.004837036
shaped.sample2.calibrated_negative.r,1.366764903
shaped.sample2.negative_exposure.b,116.3821564
shaped.sample2.negative_exposure.g,80.56507111
shaped.sample2.negative_exposure.r,63.69493103
shaped.sample2.negative_status_m.b,2.091111183
shaped.sample2.negative_status_m.g,1.864577651
shaped.sample2.negative_status_m.r,1.287304282
shaped.sample2.output_ap0.b,0.4596712291
shaped.sample2.output_ap0.g,0.5085055232
shaped.sample2.output_ap0.r,0.5080866218
shaped.sample2.output_rec709.b,0.7178617716
shaped.sample2.output_rec709.g,0.7574105263
shaped.sample2.output_rec709.r,0.7653855681
shaped.sample2.print_density.b,0.3533178866
shaped.sample2.print_density.g,0.2844676971
shaped.sample2.print_density.r,0.2794955671
